Problem,Contest,Index,Tags
Stas and the Queue at the Buffet,1151,D,"greedy, math, sortings"
Dima and a Bad XOR,1151,B,"bitmasks, brute force, constructive algorithms, dp"
Crazy Diamond,1148,C,"constructive algorithms, sortings"
Born This Way,1148,B,"binary search, brute force, two pointers"
Hide and Seek,1147,A,graphs
Tree Diameter,1146,C,"bitmasks, graphs, interactive"
Graph Without Long Directed Paths,1144,F,"dfs and similar, graphs"
The Beatles,1142,A,"brute force, math"
Superhero Battle,1141,E,math
Colored Boots,1141,D,"greedy, implementation"
Polycarp Restores Permutation,1141,C,math
Playlist,1140,C,"brute force, data structures, sortings"
Edgy Trees,1139,C,"dfs and similar, dsu, graphs, math, trees"
Camp Schedule,1137,B,"greedy, hashing, strings"
Skyscrapers,1137,A,"implementation, sortings"
Nastya Is Transposing Matrices,1136,C,"constructive algorithms, sortings"
Spanning Tree with Maximum Degree,1133,F1,graphs
Zero Quantity Maximization,1133,D,"hashing, math, number theory"
Painting the Fence,1132,C,brute force
Asya And Kittens,1131,F,"constructive algorithms, dsu"
Toy Train (Simplified),1129,A1,"brute force, greedy"
System Testing,1121,C,implementation
Ramesses and Corner Inversion,1119,C,"constructive algorithms, greedy, implementation, math"
Yet Another Ball Problem,1118,E,"constructive algorithms, implementation"
Coffee and Coursework (Hard Version),1118,D2,"binary search, greedy"
Coffee and Coursework (Easy version),1118,D1,"brute force, greedy"
Palindromic Matrix,1118,C,"constructive algorithms, implementation"
Block unitary,1115,U3,*special
Chessboard unitary,1115,U2,*special
Anti-diagonal unitary,1115,U1,*special
Palindrome checker oracle,1115,G3,*special
OR oracle,1115,G2,*special
Trailing Loves (or L'oeufs?),1114,C,"brute force, implementation, math, number theory"
Yet Another Array Partitioning Task,1114,B,"constructive algorithms, greedy, sortings"
Creative Snap,1111,C,"binary search, brute force, divide and conquer, math"
Average Superhero Gang Power ,1111,B,"brute force, implementation, math"
Meaningless Operations,1110,C,"constructive algorithms, math, number theory"
Sasha and a Bit of Relax,1109,A,"dp, implementation"
Lunar New Year and a Wander,1106,D,"data structures, dfs and similar, graphs, greedy, shortest paths"
Lunar New Year and Food Ordering,1106,B,"data structures, implementation"
Ayoub and Lost Array,1105,C,"combinatorics, dp, math"
Monotonic Renumeration,1102,E,"combinatorics, sortings"
Balanced Ternary String,1102,D,"greedy, strings"
Polycarp's New Job,1101,E,implementation
Division and Union,1101,C,sortings
Sum in the tree,1098,A,"constructive algorithms, dfs and similar, greedy, trees"
Polygon for the Angle,1096,C,"brute force, geometry"
Circular Dance,1095,D,implementation
Beautiful Graph,1093,D,"dfs and similar, graphs"
Prefixes and Suffixes,1092,C,strings
New Year and the Permutation Concatenation,1091,D,"combinatorics, dp, math"
Guest Student,1089,G,math
Easy Chess,1089,E,constructive algorithms
Minimum Diameter Tree,1085,D,"constructive algorithms, implementation, trees"
Connect Three,1085,C,"implementation, math"
The Fair Nut and String,1084,C,"combinatorics, dp, implementation"
Multi-Subject Competition,1082,C,"greedy, sortings"
Vova and Trophies,1082,B,greedy
Colorful Bricks,1081,C,"combinatorics, dp, math"
Farewell Party,1081,B,"constructive algorithms, implementation"
Masha and two friends,1080,C,implementation
Cutting Out,1077,D,"binary search, sortings"
Berland Fair,1073,D,"binary search, brute force, data structures, greedy"
BerOS File Suggestion,1070,H,"brute force, implementation"
Debate,1070,F,greedy
Colored Rooks,1068,C,"constructive algorithms, graphs"
Binary Numbers AND Sum,1066,E,"data structures, implementation, math"
Heaters,1066,B,"greedy, two pointers"
Make It Equal,1065,C,greedy
Banh-mi,1062,C,"greedy, implementation, math"
Math,1062,B,"greedy, math, number theory"
Multiplicity,1061,C,"data structures, dp, implementation, math, number theory"
Maximum Subrectangle,1060,C,"binary search, implementation, two pointers"
Sequence Transformation,1059,C,"constructive algorithms, math"
Decorate Apple Tree,1056,D,"constructive algorithms, dfs and similar, dp, graphs, greedy, sortings, trees"
Pick Heroes,1056,C,"greedy, implementation, interactive, sortings"
Divide Candies,1056,B,"math, number theory"
Candies Distribution,1054,C,"constructive algorithms, implementation"
Bicolorings,1051,D,"bitmasks, dp"
Vasya and Multisets,1051,C,"brute force, dp, greedy, implementation, math"
Palindrome Pairs,1045,I,"hashing, strings"
The Tower is Going Home,1044,A,"binary search, two pointers"
Mysterious Crime,1043,D,"brute force, combinatorics, math, meet-in-the-middle, two pointers"
Smallest Word,1043,C,"constructive algorithms, greedy, implementation"
Array Product,1042,C,"constructive algorithms, greedy, math"
Glider,1041,D,"binary search, data structures, two pointers"
Coffee Break,1041,C,"binary search, data structures, greedy, two pointers"
Valid BFS?,1037,D,"dfs and similar, graphs, shortest paths, trees"
Vasya and Arrays,1036,D,"greedy, two pointers"
Diagonal Walking v.2,1036,B,math
Permutation Game,1033,C,"brute force, dp, games"
Playing Piano,1032,C,"constructive algorithms, dp"
Cram Time,1031,C,greedy
Curiosity Has No Limits,1031,B,
Maximal Intersection,1029,C,"greedy, math, sortings"
Rectangles,1028,C,"geometry, implementation, sortings"
Mouse Hunt,1027,D,"dfs and similar, graphs"
Minimum Value Rectangle,1027,C,greedy
Plasticine zebra,1025,C,"constructive algorithms, implementation"
Weakened Common Divisor,1025,B,"brute force, greedy, number theory"
Array Restoration,1023,D,"constructive algorithms, data structures"
Elections,1019,A,"brute force, greedy"
The Phone Number,1017,C,"constructive algorithms, greedy"
Stars Drawing (Easy Edition),1015,E1,"brute force, dp, greedy"
Walking Between Houses,1015,D,"constructive algorithms, greedy"
Photo of The Sky,1012,A,"brute force, implementation, math, sortings"
Fly,1010,A,"binary search, math"
Relatively Prime Graph,1009,D,"brute force, constructive algorithms, graphs, greedy, math"
Annoying Present,1009,C,"greedy, math"
Military Problem,1006,E,"dfs and similar, graphs, trees"
Two Strings Swaps,1006,D,implementation
Polycarp and Div 3,1005,D,"dp, greedy, number theory"
Coins and Queries,1003,D,greedy
Bernstein-Vazirani algorithm,1002,E1,
Oracle for majority function,1002,D3,
Distinguish zero state and plus state with minimum error,1002,C1,
Distinguish four 2-qubit states - 2,1002,B4,
Distinguish four 2-qubit states,1002,B3,
Distinguish GHZ state and W state,1002,B2,
Generate superposition of two basis states,1002,A3,
Deutsch-Jozsa algorithm,1001,I,*special
Distinguish Bell states,1001,E,*special
Covered Points Count,1000,C,"data structures, implementation, sortings"
Light It Up,1000,B,greedy
Convert to Ones,997,A,"brute force, greedy, implementation, math"
Two Squares,993,A,"geometry, implementation"
Nastya and a Wardrobe,992,C,math
Nastya Studies Informatics,992,B,"math, number theory"
Bishwock,991,D,"dp, greedy"
Candies,991,C,"binary search, implementation"
Graph And Its Complement,990,D,"constructive algorithms, graphs, implementation"
Bracket Sequences Concatenation Problem,990,C,implementation
Fair,986,A,"graphs, greedy, number theory, shortest paths"
Liebig's Barrels,985,C,greedy
Finite or not?,983,A,"implementation, math"
Cut 'em all!,982,C,"dfs and similar, dp, graphs, greedy, trees"
Posterized,980,C,"games, greedy"
Marlin,980,B,constructive algorithms
Kuro and Walking Route,979,C,"dfs and similar, trees"
Petya's Exams,978,G,"greedy, implementation, sortings"
Mentors,978,F,"binary search, data structures, implementation"
Almost Arithmetic Progression,978,D,"brute force, implementation, math"
Consecutive Subsequence,977,F,dp
Cyclic Components,977,E,"dfs and similar, dsu, graphs"
Nested Segments,976,C,"greedy, implementation, sortings"
Merge Equals,962,D,"data structures, implementation"
Subsequence Counting,960,C,"bitmasks, constructive algorithms, greedy, implementation"
Minimize the error,960,B,"data structures, greedy, sortings"
Mahmoud and Ehab and the wrong algorithm,959,C,"constructive algorithms, trees"
Lightsabers (easy),958,F1,implementation
Guard Duty (easy),958,E1,"brute force, geometry, greedy, math"
Fight Against Traffic,954,D,"dfs and similar, graphs, shortest paths"
Matrix Walk,954,C,implementation
Ravioli Sort,952,C,implementation
A Leapfrog in the Array,949,B,"constructive algorithms, math"
Zebras,949,A,greedy
Alena And The Heater,940,D,"binary search, implementation"
Phone Numbers,940,C,"constructive algorithms, implementation, strings"
Love Rescue,939,D,"dfs and similar, dsu, graphs, greedy, strings"
Convenient For Everybody,939,C,"binary search, two pointers"
Constructing Tests,938,C,"binary search, brute force, constructive algorithms"
Save Energy!,936,A,"binary search, implementation, math"
Fifa and Fafa,935,C,geometry
Permutation Cycle,932,C,"brute force, constructive algorithms"
Laboratory Work,931,C,"implementation, math"
Game with String,930,B,"implementation, probabilities, strings"
Peculiar apple-tree,930,A,"dfs and similar, graphs, trees"
Красивая команда,929,C,"*special, combinatorics, math"
A Vital Problem,926,I,
Large Bouquets,926,G,
Choose Place,926,D,
Is This a Zebra?,926,C,implementation
Resource Distribution,925,B,"binary search, implementation, sortings"
Stairs and Elevators,925,A,binary search
Riverside Curio,924,C,"data structures, dp, greedy"
Three-level Laser,924,B,"binary search, greedy, two pointers"
Producing Snow,923,B,"binary search, data structures"
Primal Sport,923,A,"math, number theory"
Cave Painting,922,C,"brute force, number theory"
Substring,919,D,"dfs and similar, dp, graphs"
MADMAX,917,B,"dfs and similar, dp, games, graphs"
Jamie and Interesting Graph,916,C,"constructive algorithms, graphs, shortest paths"
Permute Digits,915,C,"dp, greedy"
Party Lemonade,913,C,"bitmasks, dp, greedy"
Minimum Sum,910,C,"constructive algorithms, greedy, math"
Door Frames,910,B,"greedy, implementation"
New Year and Curling,908,C,"brute force, geometry, implementation, math"
Shockers,906,A,"implementation, strings"
Hashing Trees,901,A,"constructive algorithms, trees"
Remove Extra One,900,C,"brute force, data structures, math"
Squares and not squares,898,E,"constructive algorithms, greedy"
Alarm Clock,898,D,greedy
Nephren gives a riddle,896,A,"binary search, dfs and similar"
XK Segments,895,B,"binary search, math, sortings, two pointers"
Pride,891,A,"brute force, dp, greedy, math, number theory"
Almost Identity Permutations,888,D,"combinatorics, dp, math"
Solution for Cube,887,C,"brute force, implementation"
Bertown Subway,884,C,"dfs and similar, greedy, math"
Field of Wonders,883,E,"implementation, strings"
Short Program,878,A,"bitmasks, constructive algorithms"
Slava and tanks,877,C,constructive algorithms
Nikita and string,877,B,"brute force, dp"
Sorting the Coins,875,B,"dsu, implementation, sortings, two pointers"
Strange Game On Matrix,873,C,"greedy, two pointers"
Balanced Substring,873,B,"dp, implementation"
Qualification Rounds,868,C,"bitmasks, brute force, constructive algorithms, dp"
Make a Permutation!,864,D,"greedy, implementation, math"
Bus,864,C,"greedy, implementation, math"
Kayaking,863,B,"brute force, greedy, sortings"
Pie Rules,859,C,"dp, games"
Polycarp's phone book,858,D,"data structures, implementation, sortings"
Did you mean...,858,C,"dp, greedy, implementation"
Which floor?,858,B,"brute force, implementation"
Set Theory,856,A,"brute force, constructive algorithms"
Marvolo Gaunt's Ring,855,B,"brute force, data structures, dp"
Planning,853,A,greedy
Bathroom terminal,852,G,implementation
Five Dimensional Points,850,A,"brute force, geometry, math"
Tell Your World,849,B,"brute force, geometry"
From Y to Y,848,A,constructive algorithms
Load Testing,847,H,greedy
Preparing for Merge Sort,847,B,"binary search, data structures"
Union of Doubly Linked Lists,847,A,implementation
Curriculum Vitae,846,A,"brute force, implementation"
Two TVs,845,C,"data structures, greedy, sortings"
Luba And The Ticket,845,B,"brute force, greedy, implementation"
Journey,839,C,"dfs and similar, dp, graphs, probabilities, trees"
Two Seals,837,C,"brute force, implementation"
Flag of Berland,837,B,"brute force, implementation"
Star sky,835,C,"dp, implementation"
The Meaningless Game,833,A,"math, number theory"
Petya and Exam,832,B,"implementation, strings"
Jury Marks,831,C,"brute force, constructive algorithms"
Cards Sorting,830,B,"data structures, implementation, sortings"
String Reconstruction,827,A,"data structures, greedy, sortings, strings"
Suitable Replacement,825,D,"binary search, greedy, implementation"
Multi-judge Solving,825,C,"greedy, implementation"
Five-In-a-Row,825,B,"brute force, implementation"
"Hacker, pack your bags!",822,C,"binary search, greedy, implementation, sortings"
Okabe and Boxes,821,C,"data structures, greedy, trees"
Multicolored Cars,818,D,"data structures, implementation"
Permutation Game,818,B,implementation
Really Big Numbers,817,C,"binary search, brute force, dp, math"
Makes And The Product,817,B,"combinatorics, implementation, math, sortings"
Karen and Game,815,A,"brute force, greedy, implementation"
An impassioned circulation of affection,814,C,"brute force, dp, strings, two pointers"
The Tag Game,813,C,"dfs and similar, graphs"
Sagheer and Nubian Market,812,C,"binary search, sortings"
"Sagheer, the Hausmeister",812,B,"bitmasks, brute force, dp"
Do you want a date?,809,A,"implementation, math, sortings"
Mike and gcd problem,798,C,"dp, greedy, number theory"
Minimal string,797,C,"data structures, greedy, strings"
Igor and his way to work,793,B,"dfs and similar, graphs, implementation, shortest paths"
Masha and geometric depression,789,B,"brute force, implementation, math"
Functions again,788,A,"dp, two pointers"
Anton and Fairy Tale,785,C,"binary search, math"
Numbers Joke,784,A,*special
Andryusha and Colored Balloons,780,C,"dfs and similar, graphs, greedy, trees"
The Meeting Place Cannot Be Changed,780,B,binary search
String Game,778,A,"binary search, greedy, strings"
Alyona and Spreadsheet,777,C,"binary search, data structures, dp, greedy, implementation, two pointers"
Stepan and Vowels,774,K,"*special, implementation, strings"
Lie or Truth,774,D,"*special, constructive algorithms, implementation, sortings"
Success Rate,773,A,"binary search, math"
Bear and Different Names,771,B,"constructive algorithms, greedy"
Bear and Friendship Condition,771,A,"dfs and similar, dsu, graphs"
Online Courses In BSU,770,C,"*special, dfs and similar, graphs, implementation"
k-Interesting Pairs Of Integers,769,D,"*special, bitmasks, brute force, meet-in-the-middle"
Cycle In Maze,769,C,"*special, dfs and similar, graphs, greedy, shortest paths"
Code For 1,768,B,"constructive algorithms, dfs and similar, divide and conquer"
Mahmoud and a Message,766,C,"brute force, dp, greedy, strings"
Artsem and Saunders,765,D,"constructive algorithms, dsu, math"
Timofey and a tree,763,A,"dfs and similar, dp, dsu, graphs, implementation, trees"
Dasha and Very Difficult Problem,761,D,"binary search, brute force, constructive algorithms, greedy, sortings"
Dasha and Password,761,C,"brute force, dp, implementation"
Frodo and pillows,760,B,"binary search, greedy"
Unfair Poll,758,C,"binary search, constructive algorithms, implementation, math"
Travel Card,756,B,"binary search, dp"
Pavel and barbecue,756,A,"constructive algorithms, dfs and similar"
Interactive Bulls and Cows (Easy),753,B,"brute force, constructive algorithms, implementation"
New Year and Rating,750,C,"binary search, greedy, math"
Voting,749,C,"greedy, implementation, two pointers"
Santa Claus and Keyboard Check,748,B,"implementation, strings"
Comments,747,E,"dfs and similar, expression parsing, implementation, strings"
Green and Black Tea,746,D,"constructive algorithms, greedy, math"
Tram,746,C,"constructive algorithms, implementation, math"
Hongcow Builds A Nation,744,A,"dfs and similar, graphs"
Vladik and fractions,743,C,"brute force, constructive algorithms, math, number theory"
Arpa’s obvious problem and Mehrdad’s terrible solution,742,B,"brute force, math, number theory"
Arpa's weak amphitheater and Mehrdad's valuable Hoses,741,B,"dfs and similar, dp, dsu"
Arpa's loud Owf and Mehrdad's evil plan,741,A,"dfs and similar, math"
Alyona and mex,739,A,"constructive algorithms, greedy"
Taxes,735,D,"math, number theory"
Tennis Championship,735,C,"combinatorics, constructive algorithms, greedy, math"
Anton and Chess,734,D,implementation
Anton and Making Potions,734,C,"binary search, dp, greedy, two pointers"
Kostya the Sculptor,733,D,"data structures, hashing"
Exams,732,D,"binary search, greedy, sortings"
Socks,731,C,"dfs and similar, dsu, graphs, greedy"
Car Repair Shop,730,G,implementation
Sea Battle,729,D,"constructive algorithms, greedy, math"
Road to Cinema,729,C,"binary search, greedy, sortings"
Bill Total Value,727,B,"expression parsing, implementation, strings"
Hidden Word,725,C,"brute force, constructive algorithms, implementation, strings"
Batch Sort,724,B,"brute force, greedy, implementation, math"
Lakes in Berland,723,D,"dfs and similar, dsu, graphs, greedy, implementation"
Polycarp at the Radio,723,C,greedy
Destroying Array,722,C,"data structures, dsu"
Efim and Strange Grade,718,A,"dp, implementation, math"
Plus and Square Root,715,A,"constructive algorithms, math"
Memory and De-Evolution,712,C,"greedy, math"
Coloring Trees,711,C,dp
Magic Odd Square,710,C,"constructive algorithms, math"
Checkpoints,709,B,"greedy, implementation, sortings"
Pythagorean Triples,707,C,"math, number theory"
Hard problem,706,C,"dp, strings"
Thor,704,A,"brute force, data structures, implementation"
Cellular Network,702,C,"binary search, implementation, two pointers"
Powers of Two,702,B,"brute force, data structures, implementation, math"
They Are Everywhere,701,C,"binary search, strings, two pointers"
Fix a Tree,698,B,"constructive algorithms, dfs and similar, dsu, graphs, trees"
Puzzles,696,B,"dfs and similar, math, probabilities, trees"
Lorenzo Von Matterhorn,696,A,"brute force, data structures, implementation, trees"
Swaps in Permutation,691,D,"dfs and similar, dsu, math"
s-palindrome,691,B,"implementation, strings"
Brain Network (medium),690,C2,"dfs and similar, graphs, trees"
Recover Polygon (easy),690,B1,
Mike and Chocolate Thieves,689,C,"binary search, combinatorics, math"
Mike and Shortcuts,689,B,"dfs and similar, graphs, greedy, shortest paths"
NP-Hard Problem,687,A,"dfs and similar, graphs"
Robbers' watch,685,A,"brute force, combinatorics, dp, math"
Symmetric Difference,683,C,*special
The Teacher of Physical Education,683,B,*special
Alyona and the Tree,682,C,"dfs and similar, dp, graphs, trees"
Heap Operations,681,C,"constructive algorithms, data structures, greedy"
Iterated Linear Function,678,D,"math, number theory"
Joty and Chocolate,678,C,"implementation, math, number theory"
The Same Calendar,678,B,implementation
Vanya and Label,677,C,"bitmasks, combinatorics, implementation, strings"
Vasya and String,676,C,"binary search, dp, strings, two pointers"
Pyramid of Glasses,676,B,"implementation, math, math"
Correct Bracket Sequence Editor,670,E,"data structures, dsu, strings"
Magic Powder - 2,670,D2,"binary search, implementation"
Buses Between Cities,665,A,implementation
Hard Process,660,C,"binary search, dp, two pointers"
New Reform,659,E,"data structures, dfs and similar, dsu, graphs, greedy"
Bicycle Race,659,D,"geometry, implementation, math"
Scrambled,656,B,"*special, implementation"
Enduring Exodus,645,C,"binary search, two pointers"
Processing Queries,644,B,"*special, constructive algorithms, data structures, two pointers"
Bear and Two Paths,643,B,"constructive algorithms, graphs"
Bear and Colors,643,A,implementation
Bear and Forgotten Tree 3,639,B,"constructive algorithms, graphs, trees"
Making Genome in Berland,638,B,"*special, dfs and similar, strings"
Running with Obstacles,637,D,"*special, data structures, dp, greedy"
The Smallest String Concatenation,632,C,"sortings, strings"
Report,631,C,"data structures, sortings"
Pyramids,630,Q,"geometry, math"
Indivisibility,630,K,"math, number theory"
Parking Lot,630,I,"combinatorics, math"
Challenge Pennants,630,G,"combinatorics, math"
Factory Repairs,627,B,data structures
XOR Equation,627,A,"dp, math"
Block Towers,626,C,"brute force, greedy, math, number theory"
Guest From the Past,625,A,"implementation, math"
Not Equal on a Segment,622,C,"data structures, implementation"
Wet Shark and Flowers,621,C,"combinatorics, math, number theory, probabilities"
Pearls in a Row,620,C,greedy
Constellation,618,C,"geometry, implementation"
Polyline,617,D,"constructive algorithms, implementation"
Watering Flowers,617,C,implementation
Longest k-Good Segment,616,D,"binary search, data structures, two pointers"
The Labyrinth,616,C,dfs and similar
Longtail Hedgehog,615,B,"dp, graphs"
Link/Cut Tree,614,A,"brute force, implementation"
New Year and Domino,611,C,"dp, implementation"
Load Balancing,609,C,"implementation, math"
Hamming Distance Sum,608,B,"combinatorics, strings"
Chain Reaction,607,A,"binary search, dp"
Testing Robots,606,B,implementation
Lazy Student,605,B,"constructive algorithms, data structures, graphs"
Sorting Railway Cars,605,A,"constructive algorithms, greedy"
Alternative Thinking,603,A,"dp, greedy, math"
The Two Routes,601,A,"graphs, shortest paths"
Extract Numbers,600,A,"implementation, strings"
Day at the Beach,599,C,sortings
Spongebob and Joke,599,B,implementation
Igor In the Museum,598,D,"dfs and similar, graphs, shortest paths"
Restaurant,597,B,"dp, greedy, sortings"
Divisibility,597,A,math
Wilbur and Points,596,C,"combinatorics, greedy, sortings"
Pasha and Phone,595,B,"binary search, math"
Anton and Lines,593,B,"geometry, sortings"
Median Smoothing,590,A,implementation
Duff and Weight Lifting,587,A,greedy
Phillip and Trains,585,B,"dfs and similar, graphs, shortest paths"
Marina and Vasya,584,C,"constructive algorithms, greedy, strings"
Kolya and Tanya ,584,B,combinatorics
GCD Table,582,A,"constructive algorithms, greedy, number theory"
Three Logos,581,D,"bitmasks, brute force, constructive algorithms, geometry, implementation, math"
Kefa and Park,580,C,"dfs and similar, graphs, trees"
Kefa and Company,580,B,"binary search, sortings, two pointers"
"""Or"" Game",578,B,"brute force, greedy"
A Problem about Polyline,578,A,"geometry, math"
Vasya and Petya's Game,576,A,"math, number theory"
Tablecity,575,D,"constructive algorithms, implementation"
Bear and Three Musketeers,574,B,"brute force, dfs and similar, graphs, hashing"
Bear and Blocks,573,B,"binary search, data structures, dp, math"
Replacement,570,C,"constructive algorithms, data structures, implementation"
Music,569,A,"implementation, math"
Primes or Palindromes?,568,A,"brute force, implementation, math, number theory"
One-Dimensional Battle Ships,567,D,"binary search, data structures, greedy, sortings"
Geometric Progression,567,C,"binary search, data structures, dp"
Clique in the Divisibility Graph,566,F,"dp, math, number theory"
Equivalent Strings,559,B,"divide and conquer, hashing, sortings, strings"
Gerald's Hexagon,559,A,"brute force, geometry, math"
Pasha and Tea,557,B,"constructive algorithms, implementation, math, sortings"
Case of Matryoshkas,555,A,implementation
Kyoya and Colored Balls,553,A,"combinatorics, dp, math"
Divisibility by Eight,550,C,"brute force, dp, math"
Two Substrings,550,A,"brute force, dp, greedy, implementation, strings"
Soldier and Number Game,546,D,"constructive algorithms, dp, math, number theory"
Woodcutters,545,C,"dp, greedy"
School Marks,540,B,"greedy, implementation"
Tourist's Notes,538,C,"binary search, brute force, greedy, implementation, math"
Polycarpus' Dice,534,C,math
Board Game,533,C,"games, greedy, implementation, math"
Sum and product,530,E,*special
Set subtraction,530,D,*special
Diophantine equation,530,C,*special
String inside out,530,B,*special
Quadratic equation,530,A,*special
Glass Carving,527,C,"binary search, data structures, implementation"
Error Correct System,527,B,greedy
Ilya and Sticks,525,C,"greedy, math, sortings"
Фото на память - 2 (round version),524,B,"dp, greedy"
"Возможно, вы знаете этих людей?",524,A,implementation
Statistics of Recompressing Videos,523,D,"*special, data structures, implementation"
Mean Requests,523,B,"*special, implementation"
DNA Alignment,520,C,"math, strings"
Ilya and Escalator,518,D,"combinatorics, dp, math, probabilities"
Anya and Smartphone,518,C,"constructive algorithms, data structures, implementation"
Vitaly and Strings,518,A,"constructive algorithms, strings"
Fox And Names,510,C,"dfs and similar, graphs, sortings"
Fox And Two Dots,510,B,dfs and similar
Anya and Ghosts,508,C,"constructive algorithms, greedy"
Guess Your Way Out!,507,C,"implementation, math, trees"
Misha and Forest,501,C,"constructive algorithms, data structures, greedy, sortings, trees"
New Year Book Reading,500,C,"constructive algorithms, greedy, implementation, math"
New Year Permutation,500,B,"dfs and similar, dsu, graphs, greedy, math, sortings"
Crazy Town,498,A,geometry
Removing Columns,496,C,"brute force, constructive algorithms, implementation"
Secret Combination,496,B,"brute force, constructive algorithms, implementation"
Modular Equations,495,B,"math, number theory"
Treasure,494,A,greedy
Vasya and Chess,493,D,"constructive algorithms, games, math"
Vasya and Basketball,493,C,"binary search, brute force, data structures, implementation, sortings, two pointers"
Hacking Cypher,490,C,"brute force, math, number theory, strings"
Queue,490,B,"dsu, implementation"
Unbearable Controversy of Being,489,D,"brute force, combinatorics, dfs and similar, graphs"
Palindrome Transformation,486,C,"brute force, greedy, implementation"
Bits,484,A,"bitmasks, constructive algorithms"
Long Jumps,479,D,"binary search, greedy, implementation"
Dreamoon and Sums,476,C,math
Flowers,474,D,dp
MUH and House of Cards,471,C,"binary search, brute force, greedy, math"
24 Game,468,A,"constructive algorithms, greedy, math"
George and Job,467,C,"dp, implementation"
Number of Ways,466,C,"binary search, brute force, data structures, dp, two pointers"
No to Palindromes!,464,A,"greedy, strings"
Present,460,C,"binary search, data structures, greedy"
Little Dima and Equation,460,B,"brute force, implementation, math, number theory"
Golden System,457,A,"math, meet-in-the-middle"
Boredom,455,A,dp
Little Pony and Expected Maximum,453,A,probabilities
Predict Outcome of the Game,451,C,"brute force, implementation, math"
Jzzhu and Chocolate,449,A,"greedy, math"
DZY Loves Sequences,446,A,"dp, implementation, two pointers"
DZY Loves Physics,444,A,"greedy, math"
Kolya and Tandem Repeat,443,B,"brute force, implementation, strings"
Borya and Hanabi,442,A,"bitmasks, brute force, implementation"
Valera and Tubes ,441,C,"constructive algorithms, dfs and similar, implementation"
Balancer,440,B,"greedy, implementation"
Devu and his Brother,439,D,"binary search, sortings, ternary search, two pointers"
Devu and Partitioning of the Array,439,C,"brute force, constructive algorithms, implementation, number theory"
The Child and Set,437,B,"bitmasks, greedy, implementation, sortings"
Feed with Candy,436,A,greedy
Cardiogram,435,C,implementation
k-Tree,431,C,"dp, implementation, trees"
Points and Segments (easy),430,A,"constructive algorithms, sortings"
Working out,429,B,dp
Checkposts,427,C,"dfs and similar, graphs, two pointers"
Sereja and Swaps,425,A,"brute force, sortings"
Magic Formulas,424,C,math
Elimination,417,A,"dp, implementation, math"
Booking System,416,C,"binary search, dp, greedy, implementation"
Mashmokh and Tokens,415,B,"binary search, greedy, implementation, math"
Mashmokh and Numbers,414,A,"constructive algorithms, number theory"
Kicker,411,C,implementation
Multi-core Processor,411,B,implementation
A + B Strikes Back,409,H,"*special, brute force, constructive algorithms, dsu, implementation"
Big Data,409,D,*special
Magnum Opus,409,C,*special
Mysterious Language,409,B,*special
The Great Game,409,A,*special
Long Path,407,B,"dp, implementation"
Triangle,407,A,"brute force, geometry, implementation, math"
Toy Sum,405,D,"greedy, implementation, math"
Unusual Product,405,C,"implementation, math"
Marathon,404,B,"implementation, math"
Searching for Graph,402,C,"brute force, constructive algorithms, graphs"
Inna and Huge Candy Matrix,400,C,"implementation, math"
George and Number,387,C,"greedy, implementation"
Bear and Prime Numbers,385,C,"binary search, brute force, data structures, dp, implementation, math, number theory"
Multitasking,384,B,"greedy, implementation, sortings, two pointers"
Milking cows,383,A,"data structures, greedy"
Arithmetic Progression,382,C,"implementation, sortings"
Sereja and Prefixes,380,A,"binary search, brute force"
Maze,377,A,dfs and similar
Maximum Submatrix 2,375,B,"data structures, dp, implementation, sortings"
Divisible by Seven,375,A,"math, number theory"
Inna and Nine,374,B,"combinatorics, greedy"
Making Sequences is Fun,373,B,"binary search, implementation, math"
Counting Kangaroos is Fun,372,A,"binary search, greedy, sortings, two pointers"
Hamburgers,371,C,"binary search, brute force"
Valera and Elections,369,C,"dfs and similar, graphs, trees"
Sereja and Algorithm ,367,A,"data structures, implementation"
Matrix,364,A,"combinatorics, data structures, implementation"
Two Semiknights Meet,362,A,"greedy, math"
Levko and Array Recovery,360,A,"greedy, implementation"
Dima and Text Messages,358,B,"brute force, strings"
Knight Tournament,356,A,"data structures, dsu"
Vasya and Robot,354,A,"brute force, greedy, math"
Find Maximum,353,C,"implementation, math, number theory"
Bombs,350,C,"greedy, implementation, sortings"
Resort,350,B,graphs
Color the Fence,349,B,"data structures, dp, greedy, implementation"
Mafia,348,A,"binary search, math, sortings"
Alice and Bob,346,A,"games, math, number theory"
Expecting Trouble,345,A,"*special, probabilities"
Alternating Current,343,B,"data structures, greedy, implementation"
Rational Resistance,343,A,"math, number theory"
Xenia and Spies,342,B,"brute force, greedy, implementation"
Bubble Sort Graph,340,D,"binary search, data structures, dp"
Tourist Problem,340,C,"combinatorics, implementation, math"
Xenia and Bit Operations,339,D,"data structures, trees"
Xenia and Weights,339,C,"constructive algorithms, dfs and similar, dp, graphs, greedy, shortest paths"
Quiz,337,C,"binary search, greedy, math, matrices, number theory"
Secrets,333,A,greedy
Maximum Absurdity,332,B,"data structures, dp, implementation"
Shave Beaver!,331,B1,implementation
Oh Sweet Beaverette,331,A2,"data structures, sortings"
Biridian Forest,329,B,"dfs and similar, shortest paths"
Purification,329,A,"constructive algorithms, greedy"
Sheldon and Ice Pieces,328,B,greedy
